;threshold;linkage;ARI_mean;Macro-F1_per_Speaker_mean;Micro-F1_per_Speaker_mean;ARI_std;Macro-F1_per_Speaker_std;Micro-F1_per_Speaker_std
0;0.5;complete;0.0694017094017094;0.49902222222222226;0.502095238095238;0.22788729106743388;0.15598246362792073;0.1494302406656592
1;0.5;average;0.0;0.46543492063492065;0.4704761904761905;0.0;0.11214885260150326;0.11354522009667657
2;0.6;complete;0.30904134904134906;0.6283174603174604;0.6164249084249085;0.3644962515335107;0.19413103086023403;0.18445730426060797
3;0.6;average;0.0;0.46543492063492065;0.4704761904761905;0.0;0.11214885260150326;0.11354522009667657
4;0.7;complete;0.6490906716993673;0.7863365079365079;0.8152820512820513;0.4505477434056265;0.24508121522453225;0.23471229882779482
5;0.7;average;0.3242336407553799;0.632368253968254;0.6426666666666666;0.4035806805842087;0.19304829468719126;0.20646898599274113
6;0.8;complete;0.6629668534080299;0.6706666666666667;0.7411111111111112;0.3641175587549934;0.2977592034007959;0.2762446580680088
7;0.8;average;0.6774683468801118;0.6960000000000001;0.769948717948718;0.33868737918460173;0.26988575543672977;0.23639470442199836
