seg_hash,clust_hash,AVG_SPEAKER_F1,AVG_CONV_F1,AVG_ARI,perfect_sessions,created,clus_linkage,clus_metric,clus_threshold,segm_max_chunk_size,segm_min_chunk_size,segm_min_duration_off,segm_min_duration_on,segm_offset,segm_onset,s00_eva,s00_conf,s01_eva,s01_conf,s02_eva,s02_conf,s03_eva,s03_conf,s04_eva,s04_conf,s22_eva,s22_conf,s23_eva,s23_conf,s24_eva,s24_conf,s25_eva,s25_conf,s26_eva,s26_conf,s27_eva,s27_conf,s28_eva,s28_conf,s29_eva,s29_conf,s30_eva,s30_conf,s45_eva,s45_conf,s46_eva,s46_conf,s47_eva,s47_conf,s58_eva,s58_conf,s59_eva,s59_conf,s60_eva,s60_conf,s61_eva,s61_conf,s62_eva,s62_conf,s63_eva,s63_conf,s64_eva,s64_conf,s65_eva,s65_conf,s66_eva,s66_conf,s67_eva,s67_conf,s68_eva,s68_conf,s69_eva,s69_conf,s70_eva,s70_conf,s71_eva,s71_conf,s72_eva,s72_conf,s83_eva,s83_conf,s84_eva,s84_conf,s85_eva,s85_conf,s86_eva,s86_conf,s87_eva,s87_conf,s88_eva,s88_conf,s89_eva,s89_conf,s90_eva,s90_conf,s91_eva,s91_conf,s92_eva,s92_conf,s93_eva,s93_conf,s94_eva,s94_conf,s95_eva,s95_conf,s96_eva,s96_conf,s97_eva,s97_conf,s98_eva,s98_conf,s99_eva,s99_conf,s100_eva,s100_conf,s101_eva,s101_conf,s102_eva,s102_conf,s103_eva,s103_conf,s104_eva,s104_conf,s105_eva,s105_conf,s106_eva,s106_conf
a7177a43,35264ba4,0.8046,0.8609981055359207,0.7369550806251574,34,2026-01-28T16:25:01.125291,complete,precomputed,0.7,10,1,0.5,1.0,1.9,1.0,1,0.8322,1,0.8731,1,0.8893,1,0.9399,1,0.8724,0,0.7107,1,0.8599,1,0.8177,0,0.921,1,0.9006,1,0.8328,1,0.8445,0,0.7017,0,0.8868,1,0.933,0,0.7067,0,0.768,0,0.7008,0,0.7285,1,0.7129,0,0.8047,0,0.8457,0,0.7421,0,0.7251,0,0.7355,1,0.7798,1,0.7483,1,0.8611,1,0.8814,1,0.9047,1,0.7558,1,0.8712,0,0.7644,1,0.7905,1,0.8042,0,0.7884,1,0.8388,0,0.706,0,0.8737,1,0.8012,1,0.8214,0,0.7279,1,0.8896,1,0.8784,1,0.9261,1,0.8038,1,0.8659,0,0.8103,1,0.8196,1,0.7979,1,0.8357,0,0.8827,1,0.7016,0,0.8544,0,0.8946,1,0.7249
6463828e,35264ba4,0.799,0.8702413028148321,0.7751497702931954,35,2026-01-28T16:25:00.866634,complete,precomputed,0.7,10,1,0.5,1.0,0.8,1.0,1,0.7971,1,0.8351,1,0.8703,1,0.9254,1,0.8354,1,0.8244,1,0.8365,1,0.7873,0,0.9008,1,0.8822,1,0.7983,1,0.8228,1,0.8709,0,0.8383,1,0.9167,1,0.8657,0,0.755,0,0.7866,0,0.7926,0,0.8647,0,0.7876,0,0.823,0,0.719,0,0.7135,0,0.7108,1,0.7497,1,0.7305,1,0.8307,1,0.8709,1,0.8749,1,0.7234,1,0.8226,0,0.7144,1,0.7565,1,0.7441,0,0.7801,1,0.8001,0,0.8218,0,0.8706,1,0.7789,1,0.815,0,0.7266,1,0.8594,1,0.8481,1,0.9112,1,0.7772,1,0.8491,0,0.8017,1,0.7844,1,0.7816,1,0.783,0,0.8504,0,0.8755,0,0.8271,0,0.8783,1,0.7005
60d67d47,35264ba4,0.7965,0.8526138427398932,0.71700763676467,33,2026-01-28T16:25:00.829876,complete,precomputed,0.7,10,1,0.5,1.0,2.0,1.0,1,0.8324,1,0.8731,1,0.8892,1,0.942,1,0.8718,0,0.7192,1,0.8599,1,0.8181,0,0.9209,1,0.9007,1,0.832,1,0.8446,0,0.7007,0,0.8873,1,0.9323,0,0.7072,0,0.7733,0,0.701,0,0.7285,1,0.7131,0,0.8028,0,0.8458,0,0.7047,0,0.7248,0,0.7361,1,0.7803,1,0.7509,1,0.8605,1,0.8884,1,0.9042,1,0.7555,1,0.8715,0,0.7647,1,0.7897,1,0.8044,0,0.7885,1,0.8468,0,0.7062,0,0.8731,1,0.8016,1,0.8203,0,0.7279,1,0.8926,1,0.8838,1,0.9263,1,0.8046,1,0.866,0,0.8102,1,0.82,1,0.7981,1,0.836,0,0.891,1,0.706,0,0.8604,0,0.8938,0,0.7279
7b952475,35264ba4,0.7927,0.8691837889001753,0.7801043070159975,34,2026-01-28T16:25:00.940562,complete,precomputed,0.7,10,1,0.5,1.0,0.7,1.0,1,0.7899,1,0.8247,1,0.8663,1,0.922,1,0.8311,1,0.8131,1,0.8315,1,0.782,0,0.8969,1,0.8797,1,0.792,1,0.8169,1,0.8704,0,0.8326,1,0.9104,1,0.8579,0,0.7497,0,0.7825,0,0.7902,0,0.8584,0,0.7856,0,0.818,0,0.7094,0,0.7107,1,0.8113,1,0.7354,1,0.7281,1,0.8272,1,0.8695,1,0.8731,1,0.7211,1,0.8152,0,0.7151,1,0.7431,1,0.7374,0,0.7801,1,0.7971,0,0.8185,0,0.8634,1,0.7648,0,0.8334,0,0.728,1,0.8566,1,0.8429,1,0.9065,1,0.7717,1,0.8439,0,0.7866,1,0.7806,1,0.7734,1,0.7759,0,0.8499,0,0.8737,0,0.8255,0,0.8759,0,0.8578
94eaf98a,35264ba4,0.7876,0.862514330907188,0.7981911608578319,34,2026-01-28T16:25:01.013377,complete,precomputed,0.7,10,1,0.5,1.0,0.3,1.0,1,0.7734,0,0.807,1,0.8394,1,0.9019,1,0.8045,1,0.7752,1,0.8055,1,0.7477,0,0.8765,1,0.8684,0,0.755,1,0.7753,1,0.8642,0,0.8177,1,0.8899,1,0.8305,1,0.8982,0,0.7494,0,0.7577,0,0.818,0,0.7695,0,0.789,0,0.8508,0,0.8066,1,0.7583,1,0.7037,0,0.7091,1,0.8094,1,0.8227,1,0.8535,0,1.0,1,0.7815,0,0.7945,1,0.7028,0,0.7836,0,0.7298,1,0.7676,0,0.8111,0,0.8322,1,0.7488,1,0.7923,1,0.7696,1,0.8135,1,0.8147,1,0.8847,1,0.7418,1,0.814,1,0.7954,1,0.7362,1,0.7554,1,0.7386,1,0.8056,0,0.8452,0,0.804,0,0.8612,0,0.8343
d2d40997,35264ba4,0.7844,0.8613632760796627,0.7663549028026758,33,2026-01-28T16:25:01.274998,complete,precomputed,0.7,10,1,0.5,1.0,0.6,1.0,1,0.7812,0,0.8202,1,0.8586,1,0.9065,1,0.8227,1,0.8075,1,0.8226,1,0.7732,0,0.8965,1,0.8749,0,0.7715,1,0.8058,1,0.8707,0,0.8307,1,0.9038,1,0.8486,0,0.7303,0,0.7776,0,0.7787,0,0.8531,0,0.7784,0,0.8146,0,0.7062,0,0.7095,1,0.7954,1,0.7265,1,0.7153,1,0.8226,1,0.8656,1,0.8684,1,0.7097,1,0.8101,0,0.8133,1,0.728,1,0.728,0,0.7738,1,0.7893,0,0.8124,0,0.8461,1,0.7608,1,0.7944,0,0.7214,1,0.8453,1,0.8342,1,0.9018,1,0.7631,1,0.8403,0,0.7784,1,0.773,1,0.7703,1,0.7602,0,0.8444,0,0.8722,0,0.8225,0,0.8686,0,0.8581
cee6a733,35264ba4,0.7794,0.8473846076892295,0.7577305952653248,32,2026-01-28T16:25:01.237635,complete,precomputed,0.7,10,1,0.5,1.0,0.5,1.0,1,0.7756,0,0.8141,1,0.856,1,0.9075,1,0.8166,1,0.799,1,0.8175,1,0.7678,0,0.893,1,0.8733,0,0.7681,1,0.7926,1,0.8704,0,0.8255,1,0.9013,1,0.8473,0,0.7177,0,0.7552,0,0.7781,0,0.8431,0,0.7757,0,0.8112,0,0.8573,0,0.7027,1,0.7861,1,0.7189,1,0.709,1,0.8106,1,0.8509,1,0.8651,0,1.0,1,0.8045,0,0.811,1,0.715,1,0.7087,0,0.7398,1,0.7804,0,0.8132,0,0.8433,1,0.7568,1,0.792,0,0.7014,1,0.8308,1,0.8282,1,0.8948,1,0.7579,1,0.8281,0,0.7647,1,0.7499,1,0.7637,1,0.7548,0,0.8247,0,0.8603,0,0.8149,0,0.8644,0,0.857
3fa5402b,35264ba4,0.7753,0.8493076846123065,0.7672388164332098,32,2026-01-28T16:25:00.758012,complete,precomputed,0.7,10,1,0.5,1.0,0.4,1.0,1,0.7756,0,0.8112,1,0.8501,1,0.905,1,0.8056,1,0.7874,1,0.8096,1,0.7536,0,0.8898,1,0.871,0,0.7692,1,0.7851,1,0.8651,0,0.822,1,0.8943,1,0.8307,0,0.7056,0,0.7555,0,0.7622,0,0.8361,0,0.77,0,0.7933,0,0.8567,0,0.7026,1,0.7742,1,0.7099,0,0.7197,1,0.8119,1,0.8344,1,0.8613,0,1.0,1,0.7928,0,0.8024,1,0.7104,0,0.8023,0,0.7688,1,0.7768,0,0.8118,0,0.8392,1,0.7499,1,0.7915,1,0.7831,1,0.8225,1,0.8204,1,0.8918,1,0.7455,1,0.8255,0,0.7616,1,0.7423,1,0.7565,1,0.7501,1,0.8083,0,0.8578,0,0.8107,0,0.8601,0,0.8428
c06ea63d,35264ba4,0.775,0.8579508388436959,0.7965231662557101,33,2026-01-28T16:25:01.199028,complete,precomputed,0.7,10,1,0.5,1.0,0.2,1.0,1,0.7621,1,0.8019,1,0.8319,1,0.9002,1,0.7993,1,0.7642,1,0.8016,1,0.7379,0,0.8597,1,0.8628,0,0.744,1,0.7709,1,0.8627,0,0.8081,1,0.8795,1,0.8294,1,0.8938,0,0.7385,0,0.7527,0,0.8006,0,0.768,0,0.7796,0,0.8443,0,0.8027,1,0.742,0,0.7772,0,0.8547,1,0.8086,1,0.818,1,0.8523,0,1.0,1,0.7784,0,0.7809,0,0.8268,0,0.7699,0,0.7236,1,0.759,0,0.8122,0,0.8174,1,0.7419,1,0.7891,1,0.7604,1,0.8003,1,0.8084,1,0.8743,1,0.7329,1,0.8071,1,0.7939,1,0.7289,1,0.7413,1,0.7315,1,0.7953,0,0.8444,0,0.7969,0,0.8615,0,0.8262
e72e47e0,35264ba4,0.7585,0.8424788108716681,0.7699138676887752,32,2026-01-28T16:25:01.313095,complete,precomputed,0.7,10,1,0.5,1.0,0.1,1.0,1,0.7473,1,0.7921,1,0.8244,1,0.891,1,0.7976,1,0.7495,1,0.8003,1,0.732,0,0.8577,1,0.8576,0,0.7411,1,0.76,1,0.8603,0,0.8023,1,0.8725,1,0.8181,1,0.8834,0,0.7313,0,0.7527,0,0.7967,0,0.756,0,0.7601,0,0.8342,0,0.7951,0,0.7372,0,0.7708,0,0.8483,1,0.8048,1,0.8153,1,0.8429,0,1.0,1,0.7775,0,0.7817,0,0.8244,0,0.7577,0,0.7116,1,0.7583,0,0.8105,0,0.8132,1,0.7385,1,0.7968,1,0.7449,1,0.7888,1,0.7969,1,0.8675,1,0.7275,1,0.7992,1,0.7889,1,0.7253,1,0.7325,1,0.7174,1,0.7823,0,0.8468,0,0.7881,0,0.8576,0,0.8239
