seg_hash,clust_hash,AVG_SPEAKER_F1,AVG_CONV_F1,AVG_ARI,perfect_sessions,created,clus_linkage,clus_metric,clus_threshold,segm_max_chunk_size,segm_min_chunk_size,segm_min_duration_off,segm_min_duration_on,segm_offset,segm_onset,s00_eva,s00_conf,s01_eva,s01_conf,s02_eva,s02_conf,s03_eva,s03_conf,s04_eva,s04_conf,s22_eva,s22_conf,s23_eva,s23_conf,s24_eva,s24_conf,s25_eva,s25_conf,s26_eva,s26_conf,s27_eva,s27_conf,s28_eva,s28_conf,s29_eva,s29_conf,s30_eva,s30_conf,s45_eva,s45_conf,s46_eva,s46_conf,s47_eva,s47_conf,s58_eva,s58_conf,s59_eva,s59_conf,s60_eva,s60_conf,s61_eva,s61_conf,s62_eva,s62_conf,s63_eva,s63_conf,s64_eva,s64_conf,s65_eva,s65_conf,s66_eva,s66_conf,s67_eva,s67_conf,s68_eva,s68_conf,s69_eva,s69_conf,s70_eva,s70_conf,s71_eva,s71_conf,s72_eva,s72_conf,s83_eva,s83_conf,s84_eva,s84_conf,s85_eva,s85_conf,s86_eva,s86_conf,s87_eva,s87_conf,s88_eva,s88_conf,s89_eva,s89_conf,s90_eva,s90_conf,s91_eva,s91_conf,s92_eva,s92_conf,s93_eva,s93_conf,s94_eva,s94_conf,s95_eva,s95_conf,s96_eva,s96_conf,s97_eva,s97_conf,s98_eva,s98_conf,s99_eva,s99_conf,s100_eva,s100_conf,s101_eva,s101_conf,s102_eva,s102_conf,s103_eva,s103_conf,s104_eva,s104_conf,s105_eva,s105_conf,s106_eva,s106_conf
bd4886d2,35264ba4,0.7198,0.7979560717060716,0.6997428656710617,27,2026-01-28T16:25:56.510976,complete,precomputed,0.7,10,1,0.5,1.0,0.8,0.2,1,0.7177,1,0.7735,1,0.7991,1,0.8773,1,0.7851,1,0.7225,1,0.7699,1,0.7262,0,0.8401,1,0.849,0,0.7364,0,0.7307,0,0.8546,0,0.7784,1,0.8472,1,0.7934,1,0.8707,0,0.7069,0,0.7372,0,0.7987,0,0.7314,0,0.7316,0,0.8182,0,0.779,0,0.7132,0,0.7279,0,0.838,1,0.7712,1,0.8024,1,0.8265,0,1.0,1,0.7345,0,0.7596,0,0.7975,0,0.7467,0,0.7757,1,0.7324,1,0.8265,0,0.7995,1,0.7251,1,0.7639,0,0.7294,1,0.7765,1,0.7859,1,0.8627,1,0.7052,1,0.7804,0,0.7421,0,0.8913,1,0.7212,1,0.7004,0,0.7799,0,0.8271,0,0.7771,0,0.844,0,0.8101
99593553,35264ba4,0.6831,0.76678539714254,0.6610765881213876,24,2026-01-28T16:25:56.365352,complete,precomputed,0.7,10,1,0.5,1.0,0.8,0.1,1,0.7014,1,0.7536,1,0.7911,1,0.8617,1,0.7804,0,0.7143,1,0.7655,1,0.7224,0,0.8318,1,0.8406,0,0.7281,0,0.7196,0,0.8525,0,0.7755,1,0.8337,1,0.7803,1,0.8497,0,0.7085,0,0.7354,0,0.7873,0,0.7136,0,0.7169,0,0.8022,0,0.7671,0,0.7572,0,0.7003,0,0.8195,1,0.7652,1,0.7973,1,0.8208,0,1.0,1,0.7132,0,0.7556,0,0.7876,0,0.732,0,0.7596,1,0.7258,1,0.8175,0,0.7928,1,0.7107,1,0.7713,0,0.7141,1,0.7616,1,0.7751,1,0.8437,0,0.7148,1,0.77,0,0.7413,0,0.8887,1,0.7082,0,0.8977,0,0.7712,0,0.823,0,0.7666,0,0.8403,0,0.7982
091f7cb5,35264ba4,0.6408,0.7208746610532325,0.6152967152987017,21,2026-01-28T16:25:55.919342,complete,precomputed,0.7,10,1,0.5,1.0,0.8,0.0,0,1.0,1,0.7415,1,0.7728,0,0.8547,1,0.7681,0,0.7066,0,0.7618,1,0.7058,0,0.8179,1,0.8314,1,0.7052,0,0.7049,1,0.8509,0,0.7667,1,0.8195,1,0.762,1,0.8389,0,0.7637,0,0.7037,0,0.7851,0,0.8089,0,0.7815,0,0.7851,0,0.7459,0,0.7484,0,0.8278,0,0.812,1,0.7466,1,0.7815,1,0.8128,0,1.0,1,0.7045,0,0.7529,0,0.7689,0,0.7105,0,0.7499,1,0.7145,1,0.8064,0,0.7821,0,0.8077,1,0.7579,0,0.7084,1,0.7483,1,0.7508,1,0.8389,0,0.7027,1,0.7593,0,0.7307,0,0.8863,0,0.7799,0,0.8953,0,0.7676,0,0.8194,0,0.7592,0,0.8272,0,0.7881
b2ee78fd,35264ba4,0.8117,0.861049216889553,0.73009893628262,34,2026-01-28T16:46:44.570495,complete,precomputed,0.7,10,1,0.5,1.0,0.8,2.1,1,0.8452,1,0.8803,1,0.9075,1,0.96,1,0.8621,0,0.7221,1,0.8896,1,0.8137,0,0.9216,1,0.9094,1,0.8515,1,0.8569,0,0.7167,0,0.8927,1,0.9571,0,0.7041,0,0.7803,0,0.7298,0,0.752,1,0.7308,0,0.8266,0,0.8513,0,0.7292,0,0.7523,0,0.7553,1,0.791,1,0.7553,1,0.8818,1,0.8976,1,0.914,1,0.8102,1,0.8716,0,0.7725,1,0.8201,1,0.8074,0,0.7946,1,0.8467,0,0.8478,0,0.9001,1,0.8243,1,0.835,0,0.729,1,0.9076,1,0.8906,1,0.9281,1,0.8096,1,0.8734,0,0.8352,1,0.8296,1,0.8132,1,0.8425,0,0.8929,1,0.7521,1,0.7023,0,0.703,0,0.7425
dbd14df6,35264ba4,0.8117,0.861049216889553,0.73009893628262,34,2026-01-28T16:46:44.607482,complete,precomputed,0.7,10,1,0.5,1.0,0.8,2.2,1,0.8475,1,0.8811,1,0.9093,1,0.9632,1,0.8629,0,0.7288,1,0.8908,1,0.8187,0,0.9216,1,0.9147,1,0.8544,1,0.8623,0,0.7197,0,0.8949,1,0.9571,0,0.7052,0,0.7865,0,0.7366,0,0.7583,1,0.7318,0,0.8362,0,0.8523,0,0.7294,0,0.7555,0,0.7555,1,0.7927,1,0.7644,1,0.8821,1,0.9049,1,0.9145,1,0.8143,1,0.8718,0,0.7845,1,0.8289,1,0.8083,0,0.7927,1,0.8488,0,0.8475,0,0.9007,1,0.8275,1,0.8353,0,0.7298,1,0.9116,1,0.8912,1,0.9298,1,0.8142,1,0.8741,0,0.8372,1,0.831,1,0.8168,1,0.8434,0,0.8927,1,0.7613,1,0.7154,0,0.7069,0,0.7443
4cbe057f,35264ba4,0.8021,0.8533961556650632,0.708120914304598,33,2026-01-28T16:46:44.387028,complete,precomputed,0.7,10,1,0.5,1.0,0.8,2.3,1,0.8486,1,0.8825,1,0.9103,1,0.9633,1,0.8632,0,0.7424,1,0.8963,1,0.8189,0,0.9214,1,0.9143,1,0.8535,1,0.868,0,0.7251,0,0.8957,1,0.9572,0,0.707,0,0.7894,0,0.7365,0,0.7588,1,0.7394,0,0.8329,0,0.8534,0,0.7299,0,0.7611,0,0.7568,1,0.7935,1,0.7654,1,0.8837,1,0.9043,1,0.9187,1,0.8179,1,0.8819,0,0.7869,1,0.8341,1,0.8136,0,0.7916,1,0.8508,0,0.7041,0,0.9009,0,0.8304,1,0.8346,0,0.7279,1,0.9127,1,0.8919,1,0.9312,1,0.8159,1,0.875,0,0.8412,1,0.8372,1,0.8159,1,0.8441,0,0.8975,1,0.7641,1,0.7163,0,0.7113,0,0.7042
730e95b7,35264ba4,0.8021,0.8533961556650632,0.708120914304598,33,2026-01-28T16:46:44.497883,complete,precomputed,0.7,10,1,0.5,1.0,0.8,2.4,1,0.8502,1,0.8845,1,0.9162,1,0.9636,1,0.8684,0,0.7471,1,0.8972,1,0.8184,0,0.922,1,0.9146,1,0.8574,1,0.8685,0,0.7295,0,0.8971,1,0.9574,0,0.7095,0,0.7923,0,0.7373,0,0.7609,1,0.7419,0,0.8341,0,0.8536,0,0.7289,0,0.7585,0,0.7593,1,0.7942,1,0.7641,1,0.8898,1,0.9042,1,0.9213,1,0.8197,1,0.8815,0,0.7889,1,0.8366,1,0.818,0,0.7905,1,0.8532,0,0.7052,0,0.9059,0,0.8355,1,0.8342,0,0.7404,1,0.9154,1,0.9047,1,0.9321,1,0.8203,1,0.8763,0,0.8531,1,0.8433,1,0.8165,1,0.8504,0,0.8987,1,0.7724,1,0.7257,0,0.7121,0,0.703
aaaadba3,35264ba4,0.7863,0.8403859515834305,0.6885714278433469,32,2026-01-28T16:46:44.534460,complete,precomputed,0.7,10,1,0.5,1.0,0.8,2.8,1,0.8726,1,0.8884,1,0.93,1,0.9649,1,0.8813,0,0.7643,0,0.9061,1,0.8197,0,0.9245,1,0.9169,1,0.8637,1,0.883,0,0.7358,0,0.925,1,0.9593,0,0.7308,0,0.7954,0,0.756,0,0.7736,1,0.7592,0,0.8687,0,0.8589,0,0.7326,0,0.7607,0,0.7696,1,0.8002,1,0.7868,1,0.9013,1,0.9073,1,0.9242,1,0.8375,1,0.8969,0,0.8049,1,0.8708,1,0.8453,0,0.8022,1,0.8671,0,0.7113,0,0.9174,0,0.8423,1,0.8414,0,0.7453,1,0.92,1,0.9151,1,0.9403,1,0.8354,1,0.8846,0,0.8616,1,0.8638,1,0.8278,1,0.8586,0,0.9189,1,0.7948,1,0.7621,0,0.7163,0,0.7305
f66058f6,35264ba4,0.7863,0.8403859515834305,0.6885714278433469,32,2026-01-28T16:46:44.644218,complete,precomputed,0.7,10,1,0.5,1.0,0.8,2.9,1,0.8729,1,0.8917,1,0.9304,1,0.9677,1,0.8821,0,0.7798,0,0.9079,1,0.8354,0,0.9308,1,0.9197,1,0.8639,1,0.8889,0,0.7346,0,0.9254,1,0.9664,0,0.7424,0,0.7984,0,0.7664,0,0.7763,1,0.7608,0,0.8703,0,0.8603,0,0.7341,0,0.7623,0,0.7715,1,0.8035,1,0.7891,1,0.9025,1,0.9127,1,0.9341,1,0.8381,1,0.9064,0,0.8052,1,0.8771,1,0.8477,0,0.8,1,0.8704,0,0.7125,0,0.9203,0,0.8494,1,0.8624,0,0.7442,1,0.9228,1,0.916,1,0.9412,1,0.8364,1,0.8966,0,0.8624,1,0.8646,1,0.8379,1,0.8611,0,0.9212,1,0.8036,1,0.7628,0,0.7206,0,0.732
06dc59ee,35264ba4,0.7849,0.836814523012002,0.6833193270030107,31,2026-01-28T16:46:44.311187,complete,precomputed,0.7,10,1,0.5,1.0,0.8,2.5,1,0.8523,1,0.8847,1,0.9247,1,0.964,1,0.8697,0,0.7522,0,0.8983,1,0.8187,0,0.9227,1,0.9146,1,0.8583,1,0.8692,0,0.7302,0,0.9149,1,0.9575,0,0.7221,0,0.7944,0,0.7364,0,0.7608,0,0.7449,0,0.8435,0,0.8527,0,0.7285,0,0.7578,0,0.767,1,0.7972,1,0.7754,1,0.8988,1,0.9076,1,0.923,1,0.8267,1,0.8828,0,0.7934,1,0.8575,1,0.8287,0,0.7907,1,0.8562,0,0.7057,0,0.9108,0,0.8364,1,0.8345,0,0.7413,1,0.917,1,0.9045,1,0.9334,1,0.8237,1,0.8779,0,0.8594,1,0.851,1,0.8182,1,0.8513,0,0.899,1,0.7763,1,0.7393,0,0.7135,0,0.7119
434290c1,35264ba4,0.7783,0.8314573801548591,0.6736904754623945,31,2026-01-28T16:46:44.349428,complete,precomputed,0.7,10,1,0.5,1.0,0.8,2.7,1,0.8727,1,0.8867,1,0.9294,1,0.9644,1,0.8763,0,0.7617,0,0.901,1,0.8193,0,0.9237,1,0.9163,1,0.8628,1,0.8775,0,0.7352,0,0.92,1,0.9596,0,0.7311,0,0.7943,0,0.756,0,0.7725,0,0.7573,0,0.8664,0,0.8574,0,0.7324,0,0.7605,0,0.7661,1,0.7993,1,0.7785,1,0.9007,1,0.9073,1,0.9233,1,0.8288,1,0.8926,0,0.8059,1,0.8666,1,0.8438,0,0.7899,1,0.8651,0,0.7098,0,0.9161,0,0.8418,1,0.8317,0,0.7459,1,0.919,1,0.9113,1,0.94,1,0.8339,1,0.8835,0,0.86,1,0.8624,1,0.8216,1,0.8538,0,0.9019,1,0.7887,1,0.7609,0,0.715,0,0.7202
6f5588fb,35264ba4,0.7783,0.8314573801548591,0.6736904754623945,31,2026-01-28T16:46:44.461097,complete,precomputed,0.7,10,1,0.5,1.0,0.8,2.6,1,0.8577,1,0.8857,1,0.9268,1,0.9641,1,0.8708,0,0.76,0,0.9012,1,0.8192,0,0.923,1,0.916,1,0.862,1,0.8756,0,0.7342,0,0.9196,1,0.9569,0,0.7217,0,0.7941,0,0.7576,0,0.7711,0,0.7497,0,0.8435,0,0.853,0,0.7328,0,0.759,0,0.7646,1,0.798,1,0.7762,1,0.9001,1,0.9068,1,0.9224,1,0.8275,1,0.8924,0,0.7903,1,0.8589,1,0.8352,0,0.7918,1,0.8597,0,0.7102,0,0.9147,0,0.8379,1,0.8348,0,0.7447,1,0.918,1,0.9051,1,0.9387,1,0.8252,1,0.8819,0,0.8599,1,0.8589,1,0.8212,1,0.8511,0,0.9003,1,0.779,1,0.7406,0,0.714,0,0.7125
628d4b72,35264ba4,0.7522,0.7985971847946638,0.6132688137439056,29,2026-01-28T16:46:44.424373,complete,precomputed,0.7,10,1,0.5,1.0,0.8,3.0,1,0.8733,1,0.9021,1,0.9308,0,0.957,1,0.892,0,0.7955,0,0.9078,1,0.8356,0,0.9321,1,0.9204,1,0.8642,1,0.8933,0,0.7352,0,0.9267,0,0.7034,0,0.7469,0,0.7965,0,0.7779,0,0.7793,1,0.762,0,0.7013,0,0.7001,0,0.7363,0,0.7696,0,0.7667,1,0.8038,1,0.7904,1,0.9034,1,0.913,1,0.934,1,0.8373,1,0.9072,0,0.7017,1,0.8802,1,0.8557,0,0.8062,1,0.8726,0,0.7132,0,0.9209,0,0.8491,1,0.92,0,0.7424,1,0.924,1,0.9172,1,0.9418,1,0.8375,1,0.897,0,0.8649,1,0.8663,1,0.8384,1,0.8624,0,0.9227,0,0.7611,1,0.763,0,0.7207,0,0.734
