variant_name,avg_conversation_clustering_f1,avg_speaker_wer,avg_joint_asr_clustering_error
output,1.0,0.5304833333333333,0.26524166666666665
output_core_fixed,1.0,0.5237333333333334,0.2618666666666667
output_smoothing_ema,1.0,0.5182666666666665,0.25913333333333327
output_smoothing_ma,1.0,0.5497000000000001,0.27485000000000004
output_smoothing_median,1.0,0.5182666666666665,0.25913333333333327
