variant_name,avg_conversation_clustering_f1,avg_speaker_wer,avg_joint_asr_clustering_error
output,1.0,0.5811666666666667,0.29058333333333336
output_core_fixed,1.0,0.5790666666666666,0.2895333333333333
output_new,1.0,0.8176166666666665,0.4088083333333333
output_presegmentation,1.0,0.5958833333333333,0.29794166666666666
output_smoothing_ema,1.0,0.5810833333333333,0.29054166666666664
output_smoothing_ma,1.0,0.5801499999999999,0.29007499999999997
output_smoothing_median,1.0,0.5810833333333333,0.29054166666666664
