variant_name,avg_conversation_clustering_f1,avg_speaker_wer,avg_joint_asr_clustering_error
output,1.0,0.4757833333333333,0.23789166666666664
output_core_fixed,1.0,0.47118333333333334,0.23559166666666667
output_smoothing_ema,1.0,0.4713166666666666,0.2356583333333333
output_smoothing_ma,1.0,0.4755833333333334,0.2377916666666667
output_smoothing_median,1.0,0.4713166666666666,0.2356583333333333
