variant_name,avg_conversation_clustering_f1,avg_speaker_wer,avg_joint_asr_clustering_error
output,1.0,0.5125500000000001,0.25627500000000003
output_core_fixed,1.0,0.5085666666666667,0.25428333333333336
output_smoothing_ema,1.0,0.5116666666666667,0.25583333333333336
output_smoothing_ma,1.0,0.5370833333333332,0.2685416666666666
output_smoothing_median,1.0,0.5116666666666667,0.25583333333333336
