variant_name,avg_conversation_clustering_f1,avg_speaker_wer,avg_joint_asr_clustering_error
output,1.0,0.5290333333333334,0.4311833333333334
output_core_fixed,1.0,0.5193333333333333,0.4263333333333333
output_smoothing_ema,1.0,0.5141666666666667,0.42375
output_smoothing_ma,1.0,0.5794333333333334,0.45638333333333336
output_smoothing_median,1.0,0.5141666666666667,0.42375
