variant_name,avg_conversation_clustering_f1,avg_speaker_wer,avg_joint_asr_clustering_error
output,0.6666666666666666,0.8162200000000001,0.57477
output_core_fixed,0.6666666666666666,0.7858600000000001,0.55959
output_smoothing_ema,0.6666666666666666,0.78876,0.56104
output_smoothing_ma,0.6666666666666666,0.8023399999999998,0.5678300000000001
output_smoothing_median,0.6666666666666666,0.78876,0.56104
